0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.477136746661205535e+00 -6.582987987208775982e-01 9.199726928865725739e-06
-4.463171753416568244e+00 -6.575281689820837716e-01 -6.183850460077633393e-03
-4.423510899257914630e+00 -6.529821764643819471e-01 -2.425027102638926957e-02
-4.360294360167530137e+00 -6.449799429918201543e-01 -5.259956999037612713e-02
-4.275633941556813866e+00 -6.338503031385556152e-01 -8.917395622562307445e-02
-4.171534015404466444e+00 -6.199214493659205294e-01 -1.318354491385454186e-01
-4.049955332384366891e+00 -6.035279174760079801e-01 -1.784346653371530755e-01
-3.912837356363147112e+00 -5.850088866915510444e-01 -2.268947765134153305e-01
-3.762113197360958505e+00 -5.647038956853490665e-01 -2.752771089945504901e-01
-3.599713212900012671e+00 -5.429464165540545117e-01 -3.218322485351983175e-01
-3.427559543368139394e+00 -5.200564945072236878e-01 -3.650369713993197873e-01
-3.247553582135431327e+00 -4.963334370260102935e-01 -4.036178959160860447e-01
-3.061558629046182034e+00 -4.720493596984437490e-01 -4.365629832522092690e-01
-2.871379921031512517e+00 -4.474441683841278716e-01 -4.631222742198135567e-01
-2.678744028093608787e+00 -4.227223208819491096e-01 -4.827994510539870276e-01
-2.485279287462781372e+00 -3.980514885430074257e-01 -4.953359383452553555e-01
-2.292498573388296546e+00 -3.735630480357410299e-01 -5.006892960420897820e-01
-2.101785307055564100e+00 -3.493541872471482845e-01 -4.990076124422875292e-01
-1.914383234517111898e+00 -3.254913116048698818e-01 -4.906014877534873309e-01
-1.731390165005155524e+00 -3.020143864191319194e-01 -4.759150256484256936e-01
-1.553755583189413869e+00 -2.789418412285539217e-01 -4.554970399139098292e-01
-1.382281834297811596e+00 -2.562756849838119799e-01 -4.299734541677892041e-01
-1.217628431182436355e+00 -2.340065265871971167e-01 -4.000216411046456089e-01
-1.060318942890086547e+00 -2.121182544794590341e-01 -3.663472272286151243e-01
-9.107498871116530559e-01 -1.905921934718871613e-01 -3.296636894545814656e-01
-7.692010541337745977e-01 -1.694106203929991450e-01 -2.906748977104290366e-01
-6.358467270756880119e-01 -1.485595777338512002e-01 -2.500606159493294900e-01
-5.107673221321058499e-01 -1.280309734666755794e-01 -2.084648632869339768e-01
-3.939610442173240301e-01 -1.078239942153820241e-01 -1.664869557461742533e-01
-2.853552302754396308e-01 -8.794588778848422272e-02 -1.246749943178049602e-01
-1.848171287070830004e-01 -6.841219039800539026e-02 -8.352153287502064871e-02
-9.216393462057403951e-02 -4.924648486080274168e-02 -4.346114571544634764e-02
-7.171964181149625972e-03 -3.047978015689234432e-02 -4.869614983990133705e-03
7.041509431029258081e-02 -1.214960141577814401e-02 3.193553088474315738e-02
1.408788703576009382e-01 5.701125841735210642e-03 6.669337862479679524e-02
2.045199248975713147e-01 2.302532127844847398e-02 9.919712019748461174e-02
2.616522440523247894e-01 3.977305867878566659e-02 1.292908758358696231e-01
3.125985510671576151e-01 5.589288197873665265e-02 1.568660296859958336e-01
3.576863628410729135e-01 7.133308234728052977e-02 1.818572335674360496e-01
3.972447113576667022e-01 8.604290008334569695e-02 2.042382117103906380e-01
4.316014486573154230e-01 9.997362415242183609e-02 2.240174785053765105e-01
4.610810557305864421e-01 1.130795703112270623e-01 2.412340625028251417e-01
4.860028799502593699e-01 1.253189258635575287e-01 2.559533131386141913e-01
5.066797316167148679e-01 1.366544551339030633e-01 2.682628518447490729e-01
5.234167772187809931e-01 1.470540647662273992e-01 2.782687161810656895e-01
5.365106745797376675e-01 1.564912320150868563e-01 2.860917342188236123e-01
5.462489027461225888e-01 1.649453023764029247e-01 2.918641564437191027e-01
5.529092469617475913e-01 1.724016652970761232e-01 2.957265637639213685e-01
5.567594061130405336e-01 1.788518184009529888e-01 2.978250626660099432e-01
5.580566964676094699e-01 1.842933317669773752e-01 2.983087720429934420e-01
5.570478312515172448e-01 1.887297243833510052e-01 2.973276006266678539e-01
5.539687605678302873e-01 1.921702650634669052e-01 2.950303092155758811e-01
5.490445603368820926e-01 1.946297099231950600e-01 2.915628479349601232e-01
5.424893623580393509e-01 1.961279880563533418e-01 2.870669555412606599e-01
5.345063202980639971e-01 1.966898463704044309e-01 2.816790052409072764e-01
5.252876084659510170e-01 1.963444637157898409e-01 2.755290795815608096e-01
5.150144517130410549e-01 1.951250435109976866e-01 2.687402556438203138e-01
5.038571857810580923e-01 1.930683930762437939e-01 2.614280809604672129e-01
4.919753479926942674e-01 1.902144968796934954e-01 2.537002202627450798e-01
4.795177984200251764e-01 1.866060899032022657e-01 2.456562532428913370e-01
4.666228716517824004e-01 1.822882363752812429e-01 2.373876039684278128e-01
4.534185590805193122e-01 1.773079182171499735e-01 2.289775833287985840e-01
4.400227213063301335e-01 1.717136367176611556e-01 2.205015268790194438e-01
4.265433298570138199e-01 1.655550302039285882e-01 2.120270116127717097e-01
4.130787369991293367e-01 1.588825098116684043e-01 2.036141364951485344e-01
3.997179719941459375e-01 1.517469148837841120e-01 1.953158529652150588e-01
3.865410617654130299e-01 1.441991890356788542e-01 1.871783330372031873e-01
3.736193736033888158e-01 1.362900775168200962e-01 1.792413640484591952e-01
3.610159772606174045e-01 1.280698461639533381e-01 1.715387604918020004e-01
3.487860235809359111e-01 1.195880219746124906e-01 1.640987847022871426e-01
3.369771366711162841e-01 1.108931551219738409e-01 1.569445694252409040e-01
3.256298165559829982e-01 1.020326020751149976e-01 1.500945364582484953e-01
3.147778492557966601e-01 9.305232937400842452e-02 1.435628066249031720e-01
3.044487212804862786e-01 8.399673752799829973e-02 1.373595972980823920e-01
2.946640356422460805e-01 7.490850445273433689e-02 1.314916045425872093e-01
2.854399266371729915e-01 6.582844782690988605e-02 1.259623676934230052e-01
2.767874708298920794e-01 5.679540573088370792e-02 1.207726148307334268e-01
2.687130918842846050e-01 4.784613491954670117e-02 1.159205881606307498e-01
2.612189571103606944e-01 3.901522607762220041e-02 1.114023487708908910e-01
2.543033638349876391e-01 3.033503540390292130e-02 1.072120606094496831e-01
2.479611139465074388e-01 2.183563186944670331e-02 1.033422538396874257e-01
2.421838752041085563e-01 1.354475949188027606e-02 9.978406796965025305e-02
2.369605281381623740e-01 5.487813962791965317e-03 9.652747533945624236e-02
2.322774975934929209e-01 -2.312167042708423992e-03 9.356148569130054438e-02
2.281190681807734322e-01 -9.834500555834457813e-03 9.087433264673461242e-02
2.244676831000198547e-01 -1.706084269795893338e-02 8.845364298331676034e-02
2.213042259828439384e-01 -2.397516146784983704e-02 8.628658964256383235e-02
2.186082855657667245e-01 -3.056369865764363425e-02 8.436002942066025967e-02
2.163584031556151643e-01 -3.681492163903765658e-02 8.266062629442466614e-02
2.145323029792893799e-01 -4.271946577672636192e-02 8.117496132457563407e-02
2.131071056251117035e-01 -4.827006824021873310e-02 7.988963005688057284e-02
2.120595248817624956e-01 -5.346149399704402949e-02 7.879132831430502026e-02
2.113660483648933663e-01 -5.829045477930594465e-02 7.786692723999458221e-02
2.110031023914786807e-01 -6.275552182100907483e-02 7.710353841526226826e-02
2.109472016195685917e-01 -6.685703316505342553e-02 7.648856983845450652e-02
2.111750840169825949e-01 -7.059699633597105173e-02 7.600977351198687226e-02
2.116638317584036422e-01 -7.397898716710449296e-02 7.565528534541382522e-02
2.123909786769067054e-01 -7.700804555896056947e-02 7.541365804401117812e-02
2.133346049150386392e-01 -7.969056892884207599e-02 7.527388761380987559e-02
2.144734194323265619e-01 -8.203420409079642539e-02 7.522543407709295082e-02
2.157868310323682870e-01 -8.404773827950817733e-02 7.525823695594124896e-02
2.172550085737494641e-01 -8.574099000240531510e-02 7.536272604634336458e-02
2.188589310259190235e-01 -8.712470037119091071e-02 7.552982797144028315e-02
2.205804280244993976e-01 -8.821042552773239454e-02 7.575096896962477122e-02
2.224022115709920477e-01 -8.901043074011816270e-02 7.601807434158747157e-02
2.243078995097826933e-01 -8.953758670321709801e-02 7.632356494996547780e-02
